url_length,has_ip,has_at_symbol,num_hyphens,num_subdomains,has_password_field,has_hidden_iframe,suspicious_form_action,script_to_content_ratio,label
35,0,0,1,0,1,0,0,1.0423387096774193,1
29,0,0,1,2,0,0,0,8.092610519522427,0
67,0,0,2,1,1,0,0,0.18838028169014084,0
26,0,0,0,0,0,1,0,0.6607631915282088,0
31,0,0,0,0,0,0,0,0.004092769440654843,1
153,0,0,0,1,1,0,0,100.2778761061947,0
93,0,0,10,1,0,0,0,0.10503709488481063,0
62,0,0,3,1,0,0,1,0.6298427167781223,0
50,0,0,3,1,1,0,0,6.702564102564103,1
51,0,0,0,0,1,0,0,0.0,1
45,0,0,0,1,0,0,0,470.1221264367816,0
60,0,0,0,1,0,0,0,0.06899637931735894,0
51,0,0,0,1,1,0,0,4.867265469061876,1
70,0,0,3,1,0,0,1,0.2844278053222706,0
50,0,0,3,1,0,1,0,0.922283901665345,0
58,0,0,3,1,1,0,0,2.960674157303371,0
42,0,0,0,1,0,0,0,10.817204301075268,0
45,0,0,0,1,0,0,0,2.0234604105571847,0
39,0,0,0,2,1,0,0,1.1857258718572588,1
88,0,0,6,2,0,1,0,73.98591707976566,0
35,0,0,0,0,0,0,0,1.0588235294117647,0
22,0,0,0,0,0,0,0,0.0,1
95,0,0,0,1,0,0,0,0.7460651740190645,1
47,0,0,0,1,0,0,0,2.045807770961145,0
67,0,0,1,0,0,0,0,14.833333333333334,1
40,0,0,0,1,0,0,0,0.15275951719570183,0
97,0,0,8,1,0,0,0,2.3587038432554635,0
35,0,0,0,1,0,0,0,0.7581187010078387,0
118,0,0,12,1,1,1,0,0.4533989053700325,0
49,0,0,2,1,1,0,1,1.1570512820512822,1
47,0,0,1,3,0,0,0,0.14561724628838724,1
92,0,0,7,1,0,0,0,0.0,0
23,0,0,0,1,0,0,1,0.04692607824528103,0
64,0,0,4,0,0,0,0,0.6483564774125505,0
29,0,0,0,1,0,0,0,5.128605769230769,0
43,0,0,0,1,0,1,0,4.092220113851992,0
69,0,0,3,1,0,0,0,0.0,0
72,0,0,5,0,0,0,0,2.4370329870603245,0
27,0,0,1,1,0,0,0,0.5477777777777778,0
40,0,0,0,1,1,0,0,28.39379157427938,0
25,0,0,0,1,0,0,0,4.117313773717498,0
31,0,0,0,0,0,0,0,0.004092769440654843,1
69,0,0,0,1,1,0,0,0.0,1
70,0,0,7,0,0,0,0,1.5298755913790083,0
40,0,0,0,1,0,0,0,13.455958549222798,1
71,0,0,1,1,0,1,1,2.8922689075630252,0
30,0,0,0,0,0,0,0,0.0,1
79,0,0,7,1,0,0,0,3.95350052246604,0
61,0,0,0,1,0,0,0,0.07534246575342465,1
127,0,0,5,4,1,0,0,6.386100386100386,1
55,0,0,1,2,1,0,1,0.0,1
30,0,0,1,0,0,1,0,0.9300145962971499,0
61,0,0,1,1,0,1,0,0.22655864045054835,0
37,0,0,1,1,1,0,1,0.0,1
62,0,0,2,1,0,0,0,1.9702404158544509,0
66,0,0,4,0,0,0,0,0.9692307692307692,0
95,0,0,9,2,0,0,0,0.3194759712043583,0
63,0,0,2,1,0,0,0,0.98912839737582,0
62,0,0,3,1,0,0,0,0.36743322677116635,0
64,0,0,4,1,0,1,0,4.834700200473847,0
86,0,0,2,1,0,0,0,9.513597999374804,0
20,0,0,0,0,0,1,0,92.45333333333333,1
47,0,0,1,2,1,1,0,0.17356205852674067,0
62,0,0,3,1,0,1,0,2.84610253478178,0
61,0,0,3,1,0,0,0,1.2953980099502487,0
22,0,0,0,0,0,0,0,0.029860434923726063,0
55,0,0,0,1,0,1,0,1.4248955067920586,0
73,0,0,2,1,0,1,0,35.46503414174712,0
27,0,0,0,0,0,0,0,34.666666666666664,1
59,0,0,0,0,0,0,0,5.025551371705218,1
75,0,0,6,1,0,1,0,2.2852290738923693,0
51,0,0,1,1,1,0,0,63.45454545454545,1
36,0,0,0,1,0,0,0,0.4076265614727153,0
80,0,0,2,1,0,0,0,0.44938271604938274,0
42,0,0,0,1,1,0,0,78.47555129434323,0
55,0,0,0,1,1,0,0,11.042986425339366,1
82,0,0,4,1,0,0,0,0.27966247632168073,0
37,0,0,1,1,0,0,0,8.539764868603044,1
77,0,0,4,3,0,0,0,33012.333333333336,1
68,0,0,0,1,0,0,0,0.0,1
50,0,0,1,0,0,0,0,0.010869565217391304,1
40,0,0,0,0,1,0,0,0.05406698564593301,0
35,0,0,1,0,1,1,0,1.5655772051120889,0
32,0,0,2,1,1,0,1,43.37588254172015,1
24,0,0,0,1,0,0,0,2.2846879209699145,0
66,0,0,3,1,0,1,0,0.24914712536359393,0
72,0,0,0,1,0,0,0,5.128727936701156,0
44,0,0,0,1,0,0,0,0.19468684591853164,0
91,0,0,7,1,0,1,0,0.9627767486989504,0
58,0,0,3,1,0,0,0,3.9271495786153765,0
55,0,0,1,0,1,0,0,0.27469135802469136,1
55,0,0,0,1,0,0,0,0.734756577910824,0
105,0,0,2,1,0,1,0,0.4287937743190661,0
83,0,0,6,1,0,1,0,0.9733930822013723,0
46,0,0,2,1,0,0,0,2.7334955213977663,0
136,0,0,15,1,0,0,0,0.6205186880244088,0
27,0,0,0,1,0,1,0,0.13865301365301366,0
101,0,0,1,0,0,0,0,0.0,1
53,0,0,0,0,0,0,0,0.3035896563456958,0
106,0,0,2,1,1,0,0,26.488006617038874,0
121,0,0,0,1,0,1,1,1.1328521536670546,0
56,0,0,3,0,1,0,0,1.5092936802973977,1
103,0,0,0,0,0,0,0,2.215625,1
39,0,0,0,1,0,0,0,2.07253015727592,0
40,0,0,0,1,0,0,0,0.0,0
39,0,0,0,0,1,0,0,3.459592843923504,1
57,0,0,0,3,1,0,0,1.5321477428180574,1
42,0,0,0,1,0,0,0,0.10946422062932815,0
78,0,0,0,1,0,0,0,0.46091450721412675,0
84,0,0,0,0,1,0,0,0.9758429793658782,1
132,0,0,0,1,1,0,0,4.897255352780572,0
47,0,0,1,1,0,1,0,1.3116125934563414,0
29,0,0,0,1,0,0,0,1.0607650384556613,0
54,0,0,4,1,0,0,0,2.472851145826165,0
17,0,0,0,0,0,0,0,0.22984220565285243,1
68,0,0,4,1,0,0,0,0.7719080174021131,0
60,0,0,2,1,0,0,0,0.0,1
45,0,0,4,1,0,1,0,0.06075757280986751,0
68,0,0,4,1,0,0,0,3.4953064605190503,0
55,0,0,1,1,0,1,0,1.425099518122774,0
135,0,0,8,1,0,0,0,0.09579678778904203,0
32,0,0,0,1,0,0,0,11.346905537459284,1
57,0,0,2,1,0,0,0,0.0,0
37,0,0,0,1,1,0,1,7.212905059693007,1
81,0,0,4,0,0,0,0,0.25247995651583094,0
37,0,0,2,1,0,0,0,0.0,1
37,0,0,0,0,0,0,0,5.636363636363637,1
66,0,0,5,1,0,0,0,9.990825688073395,0
47,0,0,1,1,1,0,0,0.9778225806451613,1
67,0,0,1,0,1,0,0,0.7421875,1
34,0,0,0,0,0,0,0,3.1538461538461537,1
41,0,0,2,1,0,0,0,6.021524516487401,0
39,0,0,0,0,1,0,0,2.063106796116505,1
45,0,0,0,1,0,1,0,0.36481978683589616,0
33,0,0,0,1,0,0,0,0.0,1
27,0,0,0,0,1,0,0,0.015957446808510637,1
70,0,0,3,1,0,1,0,29.427603423680456,0
42,0,0,0,1,0,0,0,3.8988957407141833,0
43,0,0,1,1,0,0,0,2.3241272304111713,0
27,0,0,0,0,0,0,0,2.270880361173815,0
83,0,0,3,1,0,0,0,0.013422818791946308,1
69,0,0,1,1,1,1,0,0.18443006725121308,0
45,0,0,2,1,1,0,0,1.1132075471698113,1
25,0,0,0,1,0,1,0,0.13375397360562566,0
138,0,0,5,1,1,0,0,15.2,1
52,0,0,1,1,0,0,0,1.1191194369476636,0
44,0,0,2,1,0,0,0,0.0,1
101,0,0,9,1,0,0,0,0.22606605812056269,0
33,0,0,0,1,0,0,0,1.663917525773196,0
47,0,0,0,1,1,1,0,0.1306369785794814,0
44,0,0,1,1,0,0,0,0.0,0
21,0,0,0,1,0,0,0,0.09447077409162717,0
77,0,0,4,0,0,0,0,0.07627329192546584,0
21,0,0,0,1,0,0,0,1.703899855560905,0
63,0,0,2,1,0,0,1,15.150923370834217,0
26,0,0,0,1,0,0,0,0.012048192771084338,1
61,0,0,1,1,0,1,0,1.1296844181459567,0
27,0,0,1,0,1,0,0,0.9778225806451613,1
113,0,0,0,1,0,0,0,49.73889490790899,1
96,0,0,7,2,0,1,1,0.31478323310295303,0
86,0,0,8,1,0,0,0,69.39901304194572,0
42,0,0,0,1,0,0,0,2.5020402958428973,0
25,0,0,0,0,0,1,0,1.481902528548124,0
50,0,0,2,1,0,1,1,0.7826496113763898,0
87,0,0,7,1,0,0,0,0.19138412224709167,0
55,0,0,2,1,1,0,0,0.2841431385423506,0
27,0,0,1,0,0,0,0,4.215263157894737,1
91,0,0,6,1,0,1,0,0.8184698348500169,0
34,0,0,0,1,0,0,0,0.0,1
48,0,0,1,0,0,0,0,4.44551282051282,0
56,0,0,2,3,0,0,1,0.23049832717027646,1
26,0,0,0,1,1,1,0,0.3090781894499664,0
74,0,0,6,1,0,1,0,0.6484335944009332,0
62,1,0,2,2,1,0,0,0.33851276359600446,1
28,0,0,0,0,0,0,0,0.41587239836607665,0
55,0,0,3,1,0,0,0,2.218427440115723,0
39,0,0,0,1,0,1,0,2.2222120658135283,0
52,0,0,1,0,1,0,1,0.6181818181818182,1
26,0,0,0,1,0,0,0,15.61847888400535,0
458,0,1,0,2,0,0,0,2391.212121212121,1
24,0,0,0,1,0,0,0,2.831964152352502,0
44,0,0,1,0,0,0,0,0.849438202247191,1
48,0,0,1,1,0,0,0,14.864225379151469,0
36,0,0,0,1,0,0,0,0.6249315818281336,0
22,0,0,0,1,0,0,0,0.0,0
106,0,0,10,1,0,0,0,5.1672995667754185,0
64,0,0,2,1,0,0,0,0.0,0
78,0,0,2,1,0,1,0,0.037504596151489156,0
34,0,0,0,1,0,0,0,0.4985282726568552,0
67,0,0,4,1,0,0,0,5.534526854219949,0
59,0,0,1,1,0,1,0,0.8469583778014941,0
79,0,0,0,1,1,0,0,0.6807339449541284,1
20,0,0,0,1,0,0,0,163.06306306306305,0
33,0,0,2,0,1,0,0,0.02825670498084291,1
34,0,0,2,0,0,1,0,0.023390757944740086,0
23,0,0,0,0,0,0,0,52.973064516129035,0
178,0,0,3,0,1,0,0,2.8008658008658007,1
70,0,0,6,1,0,1,0,0.6183792964734278,0
47,0,0,0,4,0,0,0,7.1909194097616345,1
44,0,0,0,0,1,0,0,0.0,1
39,0,0,0,0,1,0,0,9.529179810725552,1
96,0,0,1,2,1,0,0,0.0,1
24,0,0,0,0,0,0,0,1.4303797468354431,0
27,0,0,0,2,0,0,0,2.6779661016949152,0
19,0,0,0,1,0,0,0,5.175862068965517,1
46,0,0,0,1,0,1,0,0.0498395840247815,0
71,0,0,0,2,0,0,0,0.0,0
41,0,0,0,1,0,0,0,0.7415056040949607,0
84,0,0,6,1,0,0,1,0.3723681572087427,0
89,0,0,6,0,1,1,0,0.36376146788990826,0
68,0,0,0,1,0,0,0,0.0020595420714732116,0
90,0,0,5,1,0,0,0,1.0196705188099335,0
20,0,0,0,0,0,0,0,0.0,1
56,0,0,4,1,0,0,0,0.3916055693818524,0
92,0,0,1,1,1,0,0,0.0017421602787456446,1
27,0,0,0,1,0,0,0,7.464131048766711,0
26,0,0,0,1,0,1,0,2.5327912235962082,0
100,0,0,4,1,0,0,0,1.506869662086892,0
31,0,0,0,1,0,0,0,14.389915966386555,0
48,0,0,0,0,0,0,0,0.00931098696461825,1
36,0,0,0,1,0,1,0,0.5199814843388366,0
44,0,0,0,1,0,0,0,1.2644913118450722,0
45,0,0,1,0,1,0,0,0.0007104795737122557,1
127,0,0,0,0,0,0,0,1010.2857142857143,1
118,0,0,1,0,0,0,0,0.0011851149561507466,1
72,0,0,3,0,0,0,0,0.27786683766164366,0
63,0,0,4,2,0,0,0,3.902360168121565,0
57,0,0,1,1,0,0,0,0.5530871535775318,0
56,0,0,0,2,0,0,1,184.5382426182853,0
77,0,0,2,3,0,0,0,35977.166666666664,1
51,0,0,1,1,0,0,0,0.7577982335184288,0
47,0,0,0,1,0,0,0,7.544352884149297,0
58,0,0,4,1,0,0,1,0.36961396764376103,0
19,0,0,0,0,1,0,0,5.282153539381855,1
42,0,0,0,0,0,0,0,0.194024077745008,0
90,0,0,5,1,0,1,0,1.6935054121565363,0
70,0,0,0,0,0,0,0,1.0169491525423728,1
41,0,0,0,1,0,0,0,219.23035019455253,1
78,0,0,0,1,1,0,0,0.042314872433105166,1
38,0,0,0,1,0,1,0,14.959924175303401,0
53,0,0,1,1,0,0,0,0.017964071856287425,1
43,0,0,0,1,1,0,0,0.2381212452211906,0
150,0,0,13,1,0,0,0,6.343283582089552,0
68,0,0,0,0,0,0,0,9.789908562254029e-06,1
62,0,0,4,1,0,0,0,0.3653190452995616,0
62,0,0,1,1,0,1,0,45.50595521676989,1
52,0,0,3,1,0,1,0,0.6595140982443696,0
51,0,0,3,0,0,0,0,1.142114433851341,0
113,0,0,13,0,0,0,0,0.5112520122211637,0
170,0,0,3,1,0,0,0,129.82120395327942,0
28,0,0,0,1,0,1,0,0.16718181818181818,0
30,0,0,0,1,0,0,0,38.77077363896848,0
23,0,0,1,0,0,0,0,0.11864406779661017,1
146,0,0,0,0,1,0,0,2.5831265508684864,1
107,1,0,0,1,0,0,0,16.25564803804994,1
29,0,0,0,0,1,0,0,5.896464646464646,1
115,0,0,4,1,0,0,0,2.9975,0
105,0,0,3,1,0,0,0,3.9304646086685375,0
91,0,0,8,1,0,0,0,1.90302066772655,0
94,0,0,1,1,1,0,0,0.0,1
25,0,0,0,0,0,1,0,1.8484222284278136,0
32,0,0,0,0,0,0,0,0.2197070572569907,1
61,0,0,3,1,0,1,0,1.563161323007889,0
423,0,0,11,1,0,0,0,22.5,1
66,0,0,3,1,0,1,0,9.860471238646834,0
54,0,0,3,0,0,0,0,7.064516129032258,0
80,0,0,8,0,0,0,0,2.9268863782707956e-05,1
153,0,0,5,2,0,1,0,5.486116119725929,0
95,0,0,8,1,0,0,0,3.8150465316336906,0
79,0,0,0,1,1,0,0,116.03215434083602,1
60,0,0,1,0,1,0,0,9.756651175321613,1
63,0,0,0,0,0,0,0,0.0,1
44,0,0,0,1,0,0,0,0.5107913669064749,0
87,0,0,9,0,0,0,0,9.818469101123595,1
45,0,0,1,0,0,0,0,0.03873581847649919,0
50,0,0,0,1,0,0,0,1731.1774193548388,0
35,0,0,2,1,0,0,0,3.7419354838709675,1
80,0,1,0,0,1,0,0,0.0,1
40,0,0,0,1,0,0,0,0.19553580446419552,0
211,0,0,1,2,1,0,0,0.25477410340009315,1
62,0,0,2,1,0,0,0,0.6569008118602189,0
55,0,0,2,1,1,0,0,0.9778225806451613,1
140,0,0,14,1,0,1,0,0.6119536128456735,0
28,0,0,0,1,0,0,0,0.29282700421940927,0
70,0,1,0,2,1,0,0,0.854688267059401,1
46,0,0,1,1,0,1,0,2.2076703987428794,0
31,0,0,0,1,0,0,0,6.542075736325386,1
45,0,0,0,0,0,0,0,0.004092769440654843,1
51,0,0,0,1,1,0,0,2.0872014696876913,1
22,0,0,0,0,1,0,0,0.06864473168820995,0
87,0,0,0,1,0,0,0,0.0,1
33,0,0,0,0,0,0,0,4.148434480092772,0
36,0,0,0,3,1,0,0,10.116015037593986,1
39,0,0,0,1,1,0,0,0.4253322083948534,0
93,0,0,6,1,0,1,0,1.0649756097560976,0
60,0,0,3,0,0,1,0,0.1725908615706291,0
38,0,0,0,2,0,0,0,1.064516129032258,0
61,0,0,2,0,0,1,1,0.2654572380599778,0
53,0,0,0,1,0,0,0,0.08100134496073583,0
44,0,0,0,1,0,0,0,1.0468500610271336,0
52,0,0,0,0,0,0,0,0.20718992278538742,0
59,0,0,0,1,0,0,0,0.8295635552723798,0
153,0,0,2,3,1,0,0,5.7204058624577225,1
33,0,0,0,1,0,0,0,2.2582089552238807,0
32,0,0,0,1,0,0,0,0.4886240520043337,0
48,0,0,0,0,0,0,0,6.323617339312406,1
67,0,0,2,1,0,0,0,2137.714285714286,1
47,0,0,2,1,0,0,0,0.17510591083316523,0
44,0,0,2,1,0,0,0,0.004092769440654843,1
61,0,0,1,1,0,0,1,1.5686824750947101,0
68,0,0,4,1,0,1,0,1.9061555590901862,0
38,0,0,0,0,0,0,0,0.21145962732919255,0
53,0,0,3,1,0,1,0,0.7362971461350925,0
55,0,0,4,3,0,0,0,0.1636485580147552,1
35,0,0,0,0,0,0,0,0.0,1
99,0,0,11,2,0,0,0,1.343798785776236,0
31,1,0,0,2,0,0,0,0.0,1
36,0,0,0,4,1,0,0,0.2643086816720257,1
31,0,0,0,0,0,0,0,0.7181266261925412,0
84,0,0,4,1,0,0,0,0.0,0
56,0,0,1,1,1,0,0,7.349780879727317,1
66,0,0,3,1,0,0,0,1.6604892512972573,0
78,0,0,3,2,0,0,0,3.7617005579379352,0
103,0,0,8,1,1,1,1,0.5654953917050691,0
64,0,0,0,1,0,0,0,0.734106036263484,0
49,0,0,0,0,1,0,0,0.003796594569719282,1
64,0,0,1,1,0,0,0,2.671108691535694,0
52,0,0,0,1,0,0,0,1.9311554483665863,0
21,0,0,0,1,0,1,0,1.544748124330118,0
46,0,0,1,1,0,0,0,0.23110855389336402,0
78,0,0,4,1,1,1,0,1.5930428564131378,0
50,0,0,3,1,0,0,0,0.0,0
115,0,0,13,0,1,1,0,1.0643441909075073,0
93,0,0,6,0,0,0,0,0.6563307493540051,0
20,0,0,0,0,0,0,1,1.471452082542094,0
34,0,0,0,0,0,0,0,102.78129713423832,0
105,0,0,7,2,0,1,0,4.231460498554348,0
85,0,0,1,0,0,0,0,2.9827586206896552,1
62,0,0,3,0,0,1,0,27.53506698187549,0
38,0,0,0,1,1,0,0,9.529179810725552,1
51,0,0,4,1,0,0,0,1.0522121461940093,0
37,0,0,0,1,1,0,0,5.271897957536127,1
39,0,0,2,1,0,0,0,0.0004738694828053073,1
89,0,0,5,1,1,1,1,0.602374245472837,0
51,0,0,2,1,0,0,1,0.31950333131435493,0
21,0,0,0,1,0,1,0,0.2572883737267299,0
39,0,0,0,1,1,0,0,0.631712851543698,0
34,0,0,2,1,1,0,0,0.6191904047976012,1
57,0,0,0,1,1,0,0,2.9158002560819463,0
71,0,0,3,0,0,0,0,0.0,1
69,0,0,0,1,0,0,0,1.2612814330003446,0
76,0,0,7,1,1,0,0,0.37004897109943924,0
77,0,0,2,0,1,0,1,0.41421319796954315,1
86,0,0,4,1,0,1,0,3.398784777742245,0
49,0,0,0,1,1,0,0,2.335526315789474,1
119,0,0,0,1,0,1,0,0.6850662848168506,0
42,0,0,1,1,1,1,0,5.297672462142456,0
28,0,0,0,0,1,0,0,1.295448611957184,0
69,0,0,3,1,0,0,0,0.0,0
72,0,0,3,3,0,0,0,35977.5,1
74,0,0,1,1,0,1,0,19.726355611601512,0
53,0,0,0,1,1,0,0,1.5321477428180574,1
60,0,0,5,1,1,0,0,0.000946969696969697,1
112,0,0,3,0,1,0,0,1.6455696202531647,1
66,0,0,2,2,0,0,0,0.0,0
96,0,0,5,1,0,0,0,6.3247863247863245,0
85,0,0,7,1,0,0,1,0.1969718276848076,0
40,0,0,0,2,0,0,0,1.2807737397420869,0
48,0,0,0,1,1,0,0,2.3214285714285716,1
44,0,0,0,1,0,0,0,0.0,0
156,0,0,10,1,0,0,0,2.148306478132193,0
92,0,0,11,0,0,0,0,1.0106190854583543,0
39,0,0,0,1,0,0,0,1.940655105973025,0
42,0,0,0,1,0,0,0,7.891700604958285,0
72,0,0,2,1,0,0,0,0.11133691392074321,0
34,0,0,1,0,0,1,0,25.070667613636363,1
120,0,0,0,0,0,0,0,3.017543859649123,1
43,0,0,0,1,0,0,0,626.9363395225464,0
45,0,0,0,0,0,1,0,2.9760521468045913,0
26,0,0,0,0,0,1,0,1.4453229284320772,0
91,0,0,9,1,1,0,0,1.8763452205106563,0
84,0,0,1,0,1,0,1,0.41421319796954315,1
37,0,0,0,0,1,0,0,0.8441558441558441,1
39,0,0,0,1,1,0,0,0.0016973811833171678,0
50,0,0,2,1,0,0,0,0.9696561024949427,0
94,0,0,1,1,0,0,0,0.0011851149561507466,1
38,0,0,1,1,0,1,0,0.6309726156751653,0
54,0,0,2,1,0,0,0,2.2893553223388308,0
93,0,0,3,1,0,0,0,0.9368421052631579,0
42,0,0,2,1,0,1,0,0.23535302954431647,0
39,0,0,0,0,1,0,0,3.22,1
33,0,0,0,1,0,0,0,0.2720696109677746,0
40,0,0,1,0,1,0,0,0.0,1
28,0,0,0,1,0,0,0,2.223274695534506,1
48,0,0,1,1,0,0,0,0.12669367230060063,0
42,0,0,0,1,0,0,0,0.4621770845927538,0
28,0,0,0,1,0,0,0,0.0,0
65,0,0,7,0,0,0,0,0.0,0
29,0,0,0,1,0,0,0,0.2928877463581834,0
46,0,0,0,1,0,1,0,0.21845632621233918,0
64,0,0,2,1,0,1,0,0.06841829723185655,0
70,0,0,4,1,1,0,0,0.012195121951219513,1
183,0,0,0,1,1,0,0,0.0017421602787456446,1
108,0,1,2,1,1,0,0,2.3214285714285716,1
45,0,0,1,2,0,0,0,21.08695652173913,0
73,0,0,1,0,1,0,0,0.6191904047976012,1
214,0,0,0,1,0,0,0,7.672131147540983,1
60,0,0,2,1,1,0,0,1.5321477428180574,1
38,0,0,1,1,0,0,0,361.6457960644007,1
45,0,0,3,0,1,0,0,1.1132075471698113,1
52,0,0,0,1,0,0,0,0.0,1
49,0,0,2,1,0,0,0,0.06972639011473963,0
49,0,0,0,2,0,1,0,4.640623861234604,0
49,0,0,1,1,1,0,0,0.020833333333333332,1
52,0,0,0,1,0,0,0,8.065386301151532,0
62,0,0,4,1,0,0,0,0.36089708310401764,0
86,0,0,0,0,0,0,0,1.350314825414997,0
114,0,0,1,2,0,0,0,14.920088790233075,1
54,0,0,1,1,0,0,0,0.4776445812408877,0
75,0,0,5,1,0,0,0,0.2929871881321645,0
50,0,0,1,1,0,1,0,1.6212778259612606,0
49,0,0,1,1,1,0,0,1.1132075471698113,1
47,0,0,2,1,0,1,0,1.063892145369285,0
87,0,0,4,1,0,1,0,0.9647512392142463,0
172,0,0,6,1,0,0,0,32.19785138764548,0
43,0,0,1,1,0,0,0,0.763624062000246,0
53,0,0,1,0,0,0,0,0.3447309819696861,0
66,0,0,1,0,0,0,0,13.714285714285714,1
74,0,0,0,1,0,0,0,2.862630480167015,0
37,0,0,0,0,1,0,0,6.510411976587123,0
61,0,0,8,0,0,0,1,0.44693669091742927,0
34,0,0,1,0,0,0,0,0.0,0
56,0,0,0,1,0,0,0,0.12122621761175978,0
107,0,1,1,0,1,0,0,2.0576923076923075,1
27,0,0,0,2,0,0,0,1.6355932203389831,1
40,0,0,0,1,1,1,0,0.2819640252795333,0
55,0,0,0,1,0,0,0,10.222222222222221,1
27,0,0,0,1,0,0,0,0.46352350397544984,0
39,0,0,1,1,0,0,0,0.0,0
188,0,1,2,0,1,0,0,0.12190650779101742,1
116,0,0,9,1,0,0,1,1.0786117601246106,0
48,0,0,0,0,1,0,0,0.005482585887271723,1
24,0,0,0,1,0,0,0,0.0,1
36,0,0,0,0,0,0,0,0.9453890097932536,0
108,0,0,11,1,0,0,0,0.7470798874584363,0
36,0,0,1,1,0,0,0,2.8107134527172364,0
34,0,0,0,1,0,1,0,116.6091192517537,0
37,0,0,2,1,0,0,0,0.0,1
38,0,0,2,2,0,0,0,0.0,1
213,0,0,0,0,0,0,0,5.576470588235294,1
39,0,0,1,0,0,0,0,0.00017143836790673754,0
22,0,0,0,0,0,0,0,0.011002289493767489,0
45,0,0,1,2,1,0,0,0.08349376836558922,1
60,0,0,3,1,0,0,0,0.0,0
24,0,0,0,1,0,0,0,9.871884233654065,0
28,0,0,2,1,0,0,0,0.0,1
43,0,0,0,1,0,0,0,889.3246414602347,0
36,0,0,1,1,0,1,0,1.355863295642231,0
32,0,0,0,1,0,0,0,9.220640569395018,1
67,0,0,3,1,0,0,0,0.02330004755111745,0
41,0,0,1,1,1,0,0,2.5196664568911267,0
42,0,0,1,1,0,0,0,1.878177856179309,0
62,0,0,3,1,0,0,0,7.388836772983114,0
37,0,0,2,1,1,0,0,0.6191904047976012,1
