url_length,has_ip,has_at_symbol,num_hyphens,num_subdomains,url_entropy,num_digits,num_parameters,has_sensitive_words,has_password_field,has_hidden_iframe,suspicious_form_action,script_to_content_ratio,external_link_ratio,empty_links_ratio,num_input_fields,label
80,0,0,2,1,4.289185952823221,0,0,0,0,0,0,0.44938271604938274,0.42857142857142855,0.05714285714285714,0,0
42,0,0,0,1,3.887711484685648,0,0,0,1,0,0,78.47555129434323,0.0,0.0,3,0
55,0,0,0,1,4.402296596579853,9,0,0,1,0,0,11.042986425339366,0.5,0.0,2,1
82,0,0,4,1,4.479656432430499,5,0,1,0,0,0,0.27966247632168073,0.08241758241758242,0.027472527472527472,7,0
37,0,0,1,1,4.095418745389122,1,0,0,0,0,0,8.539764868603044,0.0,0.0,0,1
77,0,0,4,3,4.569552165447362,6,0,0,0,0,0,33012.333333333336,0.0,0.0,0,1
68,0,0,0,1,4.120571577105421,0,0,0,0,0,0,0.0,0.0,0.0,0,1
50,0,0,1,0,4.671272380112911,1,0,0,0,0,0,0.010869565217391304,0.0,0.0,5,1
40,0,0,0,0,4.027567157116928,0,0,0,1,0,0,0.05406698564593301,0.2536231884057971,0.057971014492753624,11,0
35,0,0,1,0,4.093149802473811,0,0,0,1,1,0,1.5655772051120889,0.07272727272727272,0.0,26,0
32,0,0,2,1,4.116729296672174,0,0,0,1,0,1,43.37588254172015,0.34,0.12,35,1
24,0,0,0,1,3.522055208874201,0,0,0,0,0,0,2.2846879209699145,0.25925925925925924,0.0,6,0
66,0,0,3,1,4.238719453796711,0,0,0,0,1,0,0.24914712536359393,0.06084656084656084,0.0026455026455026454,11,0
72,0,0,0,1,4.709390063996875,9,0,0,0,0,0,5.128727936701156,0.0,0.046511627906976744,2,0
44,0,0,0,1,4.0954313361144905,0,0,0,0,0,0,0.19468684591853164,0.25257731958762886,0.0,7,0
91,0,0,7,1,4.312626017036887,0,0,1,0,1,0,0.9627767486989504,0.030303030303030304,0.010101010101010102,16,0
58,0,0,3,1,4.224047271498118,0,0,0,0,0,0,3.9271495786153765,0.46236559139784944,0.0,13,0
55,0,0,1,0,4.526458804276405,9,1,1,1,0,0,0.27469135802469136,0.8,0.2,24,1
55,0,0,0,1,4.002296596579853,0,0,0,0,0,0,0.734756577910824,0.01384083044982699,0.0,1,0
105,0,0,2,1,4.292491953019651,0,0,0,0,1,0,0.4287937743190661,0.02857142857142857,0.02857142857142857,0,0
83,0,0,6,1,4.249812818383689,0,0,0,0,1,0,0.9733930822013723,0.032467532467532464,0.003246753246753247,1,0
46,0,0,2,1,4.501397825434101,4,0,0,0,0,0,2.7334955213977663,0.12244897959183673,0.04081632653061224,20,0
136,0,0,15,1,4.801674627236586,19,0,1,0,0,0,0.6205186880244088,0.13333333333333333,0.03333333333333333,2,0
27,0,0,0,1,3.91211389097223,1,0,0,0,1,0,0.13865301365301366,0.1,0.03333333333333333,2,0
101,0,0,1,0,5.336201151339199,0,1,0,0,0,0,0.0,0.0,0.0,0,1
53,0,0,0,0,4.416902653518595,0,0,0,0,0,0,0.3035896563456958,0.01282051282051282,0.01282051282051282,7,0
106,0,0,2,1,4.831384431195284,18,1,1,1,0,0,26.488006617038874,0.1702127659574468,0.06382978723404255,18,0
121,0,0,0,1,4.617205514777194,1,0,0,0,1,1,1.1328521536670546,0.03189066059225513,0.5375854214123007,252,0
56,0,0,3,0,4.565823003569562,11,0,1,1,0,0,1.5092936802973977,0.3333333333333333,0.6666666666666666,2,1
103,0,0,0,0,4.628438204158075,20,0,0,0,0,0,2.215625,0.0,0.0,14,1
39,0,0,0,1,4.297470808272997,3,1,0,0,0,0,2.07253015727592,0.06140350877192982,0.008771929824561403,7,0
40,0,0,0,1,4.106198332810095,0,0,0,0,0,0,0.0,0.0,0.0,0,0
39,0,0,0,0,4.0485091173871846,1,0,0,1,0,0,3.459592843923504,0.875,0.0,6,1
57,0,0,0,3,4.391855531929343,16,0,0,1,0,0,1.5321477428180574,0.0,0.0,21,1
42,0,0,0,1,4.186860506514697,0,0,0,0,0,0,0.10946422062932815,0.09523809523809523,0.027210884353741496,2,0
78,0,0,0,1,4.341187597173217,0,0,0,0,0,0,0.46091450721412675,0.04854368932038835,0.0970873786407767,3,0
84,0,0,0,0,4.483057941291318,12,1,1,1,0,0,0.9758429793658782,0.0,0.9166666666666666,5,1
132,0,0,0,1,5.13957255518492,12,0,1,1,0,0,4.897255352780572,0.0755813953488372,0.0,6,0
47,0,0,1,1,4.291097830714784,0,0,0,0,1,0,1.3116125934563414,0.09411764705882353,0.011764705882352941,1,0
29,0,0,0,1,4.090234012145144,0,0,0,0,0,0,1.0607650384556613,0.2605633802816901,0.007042253521126761,14,0
54,0,0,4,1,4.129913317684684,0,0,0,0,0,0,2.472851145826165,0.12955465587044535,0.31983805668016196,9,0
17,0,0,0,0,3.3371753411230776,0,0,0,0,0,0,0.22984220565285243,0.0,0.16666666666666666,0,1
68,0,0,4,1,4.123888672534578,0,0,0,0,0,0,0.7719080174021131,0.53125,0.0,0,0
60,0,0,2,1,4.3444138295776105,0,0,0,0,0,0,0.0,0.0,0.0,0,1
45,0,0,4,1,4.129981707104246,0,0,0,0,1,0,0.06075757280986751,0.015068493150684932,0.08904109589041095,3,0
68,0,0,4,1,4.221480814275629,0,0,0,0,0,0,3.4953064605190503,0.104,0.0,0,0
55,0,0,1,1,4.172205286906152,0,0,0,0,1,0,1.425099518122774,0.14666666666666667,0.06666666666666667,10,0
135,0,0,8,1,4.732211222220422,17,1,0,0,0,0,0.09579678778904203,0.46153846153846156,0.07692307692307693,0,0
32,0,0,0,1,4.038909765557392,4,0,0,0,0,0,11.346905537459284,0.8571428571428571,0.0,2,1
57,0,0,2,1,4.33537691879121,1,0,0,0,0,0,0.0,0.0,0.0,0,0
37,0,0,0,1,3.92880260927073,0,0,0,1,0,1,7.212905059693007,0.9523809523809523,0.047619047619047616,25,1
81,0,0,4,0,4.470230367902335,6,0,0,0,0,0,0.25247995651583094,0.4123989218328841,0.09433962264150944,1,0
37,0,0,2,1,4.3374354600481295,2,0,0,0,0,0,0.0,0.9565217391304348,0.043478260869565216,0,1
37,0,0,0,0,3.8278475418785782,0,0,0,0,0,0,5.636363636363637,0.0,0.0,7,1
66,0,0,5,1,4.457981628385158,6,0,0,0,0,0,9.990825688073395,0.4230769230769231,0.0,0,0
47,0,0,1,1,4.394390447146131,0,0,1,1,0,0,0.9778225806451613,1.0,0.0,8,1
67,0,0,1,0,4.552269459633585,16,1,0,1,0,0,0.7421875,0.0,0.0,3,1
34,0,0,0,0,4.02085512047121,0,0,0,0,0,0,3.1538461538461537,0.0,1.0,1,1
41,0,0,2,1,4.238666566058884,4,0,0,0,0,0,6.021524516487401,0.006067961165048544,0.0,1,0
39,0,0,0,0,4.089781950065051,0,0,0,1,0,0,2.063106796116505,0.0,1.0,7,1
45,0,0,0,1,4.277871085594326,0,0,0,0,1,0,0.36481978683589616,0.11764705882352941,0.0,10,0
33,0,0,0,1,4.165013816065913,2,0,0,0,0,0,0.0,0.9565217391304348,0.043478260869565216,0,1
27,0,0,0,0,4.004344446367528,0,0,0,1,0,0,0.015957446808510637,0.0,1.0,2,1
70,0,0,3,1,4.344856368079472,0,0,0,0,1,0,29.427603423680456,0.5070422535211268,0.0,2,0
42,0,0,0,1,4.073648899320327,0,0,0,0,0,0,3.8988957407141833,0.12698412698412698,0.09523809523809523,0,0
43,0,0,1,1,4.359420499331697,0,0,0,0,0,0,2.3241272304111713,0.10434782608695652,0.0,1,0
27,0,0,0,0,3.8561962982193805,0,0,0,0,0,0,2.270880361173815,1.0,0.0,4,0
83,0,0,3,1,4.061045806762239,0,0,0,0,0,0,0.013422818791946308,0.0,0.0,4,1
69,0,0,1,1,4.512307565656174,1,0,0,1,1,0,0.18443006725121308,0.1340782122905028,0.0446927374301676,17,0
45,0,0,2,1,4.1744261515486905,0,0,1,1,0,0,1.1132075471698113,1.0,0.0,8,1
25,0,0,0,1,3.813660689688185,0,0,0,0,1,0,0.13375397360562566,0.2087912087912088,0.0,1,0
138,0,0,5,1,4.893820817243198,21,2,0,1,0,0,15.2,0.0,0.0,3,1
52,0,0,1,1,4.086048623870435,0,0,0,0,0,0,1.1191194369476636,0.37988826815642457,0.05027932960893855,12,0
44,0,0,2,1,4.492856050160459,4,0,0,0,0,0,0.0,0.9565217391304348,0.043478260869565216,0,1
101,0,0,9,1,4.131673078862692,2,0,0,0,0,0,0.22606605812056269,0.08860759493670886,0.0379746835443038,13,0
33,0,0,0,1,4.06667707370723,0,0,0,0,0,0,1.663917525773196,0.4,0.0,6,0
47,0,0,0,1,4.248544639225422,0,0,0,1,1,0,0.1306369785794814,0.047619047619047616,0.06349206349206349,29,0
44,0,0,1,1,4.191830766118722,0,0,0,0,0,0,0.0,0.0,0.0,0,0
21,0,0,0,1,3.27280432733462,0,0,0,0,0,0,0.09447077409162717,0.12408759124087591,0.0,2,0
77,0,0,4,0,4.436034762633498,6,0,0,0,0,0,0.07627329192546584,0.18518518518518517,0.018518518518518517,5,0
21,0,0,0,1,3.558518613048906,0,0,0,0,0,0,1.703899855560905,0.0,0.16666666666666666,0,0
63,0,0,2,1,4.444150059627682,10,0,1,0,0,1,15.150923370834217,0.6170212765957447,0.02127659574468085,4,0
26,0,0,0,1,3.657385276650178,0,0,0,0,0,0,0.012048192771084338,0.0,0.0,3,1
61,0,0,1,1,4.288428985638558,2,0,0,0,1,0,1.1296844181459567,0.13821138211382114,0.032520325203252036,6,0
27,0,0,1,0,4.078418520441603,0,0,0,1,0,0,0.9778225806451613,1.0,0.0,8,1
113,0,0,0,1,5.407074844240401,9,1,0,0,0,0,49.73889490790899,0.5,0.0,6,1
96,0,0,7,2,4.319368262757247,0,0,0,0,1,1,0.31478323310295303,0.020958083832335328,0.0,332,0
86,0,0,8,1,4.597678929513942,1,0,1,0,0,0,69.39901304194572,0.10714285714285714,0.0,5,0
42,0,0,0,1,3.8715006851376357,0,0,0,0,0,0,2.5020402958428973,0.3069306930693069,0.04950495049504951,4,0
25,0,0,0,0,4.133660689688185,0,0,0,0,1,0,1.481902528548124,0.5957446808510638,0.0,33,0
50,0,0,2,1,4.2385629396449165,0,0,0,0,1,1,0.7826496113763898,0.21951219512195122,0.06300813008130081,3,0
87,0,0,7,1,4.626748153512962,8,0,0,0,0,0,0.19138412224709167,0.008298755186721992,0.0,0,0
55,0,0,2,1,4.395199150660523,6,0,0,1,0,0,0.2841431385423506,0.02830188679245283,0.12264150943396226,9,0
27,0,0,1,0,3.7504647066537014,0,0,0,0,0,0,4.215263157894737,0.0,0.0,0,1
91,0,0,6,1,4.301659070390468,0,0,0,0,1,0,0.8184698348500169,0.09090909090909091,0.04132231404958678,4,0
34,0,0,0,1,4.197325708706504,4,0,0,0,0,0,0.0,0.9565217391304348,0.043478260869565216,0,1
48,0,0,1,0,3.868220250848072,0,0,0,0,0,0,4.44551282051282,1.0,0.0,4,0
56,0,0,2,3,4.289609949563124,6,0,0,0,0,1,0.23049832717027646,0.42424242424242425,0.5303030303030303,5,1
26,0,0,0,1,3.767183467891461,0,0,0,1,1,0,0.3090781894499664,0.002955082742316785,0.004137115839243499,11,0
74,0,0,6,1,4.385781616972855,0,0,0,0,1,0,0.6484335944009332,0.13970588235294118,0.029411764705882353,4,0
62,1,0,2,2,4.500342028331752,12,0,1,1,0,0,0.33851276359600446,1.0,0.0,7,1
28,0,0,0,0,4.012188403968661,0,0,0,0,0,0,0.41587239836607665,0.0136986301369863,0.0,0,0
55,0,0,3,1,4.1762565328429515,0,0,0,0,0,0,2.218427440115723,0.5879120879120879,0.0,13,0
39,0,0,0,1,3.891439963051985,0,0,0,0,1,0,2.2222120658135283,0.3146067415730337,0.0,2,0
52,0,0,1,0,4.089084911567613,0,0,0,1,0,1,0.6181818181818182,0.0,1.0,4,1
26,0,0,0,1,3.7192945256669785,0,0,0,0,0,0,15.61847888400535,0.0,0.0,3,0
458,0,1,0,2,4.663844003142933,9,9,1,0,0,0,2391.212121212121,0.0,0.0,0,1
24,0,0,0,1,3.5739348962840563,0,0,0,0,0,0,2.831964152352502,0.3055555555555556,0.06944444444444445,2,0
44,0,0,1,0,4.174674231978642,0,0,0,0,0,0,0.849438202247191,0.0,0.75,18,1
48,0,0,1,1,3.923533209849189,0,0,0,0,0,0,14.864225379151469,0.11877394636015326,0.0,0,0
